organismo,nombre,cargo,grado,estamento,sueldo_bruto,fuente,archivo_origen,fecha_procesamiento
Servicio Nacional de Menores,Pedro Torres,Fiscalizador,15,Fiscalizador,2395418,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Presidencia de la República,Carmen Hernández,Fiscalizador,15,Fiscalizador,2282128,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Ñuble,Ana Ramírez,Fiscalizador,15,Fiscalizador,1951795,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Educación,Isabel Torres,Supervisor de Campo,15,Fiscalizador,1877860,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio de Registro Civil,Miguel López,Supervisor de Campo,15,Fiscalizador,2068986,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Salud,Isabel Pérez,Inspector,15,Fiscalizador,1936792,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Salud,Pedro Torres,Operador,14,Técnico,2835165,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Ñuble,Isabel López,Técnico,14,Técnico,2542848,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Energía,María López,Coordinador Técnico,14,Técnico,2548068,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Magallanes,Isabel Martínez,Operador,14,Técnico,3139057,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio de Registro Civil,Pedro Pérez,Coordinador Técnico,14,Técnico,2648738,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Deporte,Pedro Pérez,Coordinador Técnico,14,Técnico,2634819,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Transportes,Luis Martínez,Supervisor,14,Técnico,2044658,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Interior,Luis Torres,Supervisor,14,Técnico,2305976,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Valparaíso,María Pérez,Técnico,14,Técnico,2195397,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Vivienda,Ana Sánchez,Supervisor,14,Técnico,2728638,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Valparaíso,Isabel Sánchez,Coordinador Técnico,14,Técnico,2370508,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Valparaíso,Carlos García,Operador,14,Técnico,2070326,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Educación,Pedro Torres,Técnico,14,Técnico,2727425,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de las Culturas,Luis Pérez,Coordinador Técnico,14,Técnico,2907044,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Agrícola y Ganadero,Juan López,Operador,14,Técnico,2640223,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Transportes,Elena García,Operador,14,Técnico,2389278,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Discapacidad,Carmen Rodríguez,Operador,14,Técnico,2283517,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Ríos,Isabel López,Coordinador Técnico,14,Técnico,1896579,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Energía,Carlos Sánchez,Operador,14,Técnico,2621534,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Capacitación,Miguel Hernández,Técnico,14,Técnico,2077434,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Agrícola y Ganadero,Juan Pérez,Operador,14,Técnico,2196227,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Ríos,Juan Pérez,Supervisor,14,Técnico,2177204,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Medio Ambiente,Isabel Rodríguez,Supervisor,14,Técnico,2857069,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional Metropolitano,Miguel Rodríguez,Coordinador Técnico,15,Técnico,1742978,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Menores,Juan Rodríguez,Técnico,15,Técnico,2139244,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Turismo,Juan Torres,Coordinador Técnico,15,Técnico,1590160,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio de Registro Civil,Carlos Sánchez,Técnico,15,Técnico,2334520,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Presidencia de la República,Elena Sánchez,Operador,15,Técnico,2322417,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Educación,Ana López,Operador,15,Técnico,2229321,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Arica y Parinacota,Elena López,Operador,15,Técnico,1980522,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Presidencia de la República,Luis Sánchez,Coordinador Técnico,15,Técnico,1701597,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Energía,Isabel Pérez,Operador,15,Técnico,2325092,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio de Registro Civil,Luis Torres,Coordinador Técnico,15,Técnico,2182187,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Educación,Juan Hernández,Técnico,15,Técnico,2001016,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio de Impuestos Internos,Ana González,Operador,15,Técnico,2304261,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Minería,María López,Técnico,15,Técnico,1976210,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Discapacidad,Ana Martínez,Supervisor,15,Técnico,2064916,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Turismo,Miguel Martínez,Supervisor,15,Técnico,1830226,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de las Culturas,Pedro Sánchez,Operador,15,Técnico,1949597,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Bienes Nacionales,Luis Ramírez,Supervisor,15,Técnico,2237757,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de La Araucanía,Carmen Sánchez,Técnico,15,Técnico,1801367,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Presidencia de la República,Elena González,Técnico,16,Técnico,1568923,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional del Biobío,Juan López,Operador,16,Técnico,1533764,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Ciencia,María Ramírez,Coordinador Técnico,16,Técnico,2014672,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Trabajo,Miguel González,Técnico,16,Técnico,1656104,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Agricultura,María Torres,Supervisor,16,Técnico,1579891,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Aduanas,Luis Sánchez,Coordinador Técnico,16,Técnico,1740776,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de La Araucanía,Ana Martínez,Supervisor,16,Técnico,2149815,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Discapacidad,Isabel Ramírez,Operador,16,Técnico,2160409,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Capacitación,Carlos Martínez,Supervisor,16,Técnico,1762142,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Medio Ambiente,Juan Rodríguez,Técnico,16,Técnico,1651602,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio de Impuestos Internos,Luis Rodríguez,Supervisor,16,Técnico,2154620,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Deporte,Miguel Hernández,Supervisor,16,Técnico,1971176,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Aysén,Carlos García,Supervisor,16,Técnico,1857045,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Vivienda,Juan Rodríguez,Supervisor,16,Técnico,2131505,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Ñuble,Ana Ramírez,Técnico,16,Técnico,1659230,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Menores,Luis López,Coordinador Técnico,16,Técnico,2013410,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Medio Ambiente,Luis Sánchez,Coordinador Técnico,16,Técnico,1906657,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Hacienda,Elena Torres,Técnico,16,Técnico,1808139,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Aysén,Luis Ramírez,Coordinador Técnico,16,Técnico,1560830,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Defensa,Isabel Pérez,Operador,16,Técnico,1611697,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Hacienda,Pedro González,Coordinador Técnico,16,Técnico,2211504,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Ríos,Carlos García,Coordinador Técnico,16,Técnico,1884032,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Interior,Carmen Hernández,Coordinador Técnico,16,Técnico,1673671,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Defensa,Carmen Pérez,Coordinador Técnico,16,Técnico,1783364,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Discapacidad,Elena Torres,Operador,16,Técnico,1514017,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Agricultura,María Pérez,Técnico,16,Técnico,2042917,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Discapacidad,Carmen Hernández,Coordinador Técnico,16,Técnico,2074749,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Menores,Pedro Rodríguez,Operador,16,Técnico,1822816,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Ríos,Carlos Pérez,Operador,16,Técnico,2161320,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Medio Ambiente,Luis Torres,Técnico,16,Técnico,1875787,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Arica y Parinacota,Luis Rodríguez,Operador,16,Técnico,1602349,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Valparaíso,Carmen Rodríguez,Técnico,16,Técnico,1755517,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional del Biobío,Isabel Pérez,Operador,17,Técnico,1755633,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Agricultura,Carmen Pérez,Supervisor,17,Técnico,1492723,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Agricultura,Juan García,Supervisor,17,Técnico,1156580,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Menores,Carlos Rodríguez,Coordinador Técnico,17,Técnico,1450736,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Valparaíso,Isabel García,Técnico,17,Técnico,1379526,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de La Araucanía,Juan Hernández,Supervisor,17,Técnico,1167528,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Defensa,Isabel González,Técnico,17,Técnico,1738111,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Turismo,Carlos Ramírez,Supervisor,17,Técnico,1154422,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Obras Públicas,Miguel García,Operador,17,Técnico,1669674,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Medio Ambiente,María Pérez,Supervisor,17,Técnico,1212016,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Trabajo,Isabel López,Supervisor,17,Técnico,1233331,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Deporte,Carlos Ramírez,Técnico,17,Técnico,1621680,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Minería,Pedro Torres,Técnico,17,Técnico,1608692,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Aduanas,María González,Técnico,17,Técnico,1332669,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional del Consumidor,Elena Hernández,Técnico,17,Técnico,1297758,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Arica y Parinacota,Juan Ramírez,Técnico,17,Técnico,1329556,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de La Araucanía,Carlos Torres,Operador,17,Técnico,1740685,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio de Registro Civil,Luis Sánchez,Técnico,17,Técnico,1138336,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Salud,Elena González,Operador,18,Técnico,1123178,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Salud,Elena Rodríguez,Supervisor,18,Técnico,1206878,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de las Culturas,Ana González,Operador,18,Técnico,1369745,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Justicia,María González,Supervisor,18,Técnico,1012252,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Deporte,María García,Supervisor,18,Técnico,1177302,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Arica y Parinacota,Miguel Rodríguez,Técnico,18,Técnico,1017233,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Valparaíso,Carlos Sánchez,Técnico,18,Técnico,975795,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Arica y Parinacota,Juan Pérez,Supervisor,18,Técnico,1184104,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Deporte,Isabel Sánchez,Supervisor,18,Técnico,1482976,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Minería,Juan Torres,Operador,18,Técnico,1285259,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Agricultura,Isabel Martínez,Operador,18,Técnico,1440201,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Hacienda,Isabel Ramírez,Coordinador Técnico,18,Técnico,1269501,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Ríos,Carmen García,Supervisor,18,Técnico,1056414,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Justicia,Luis López,Coordinador Técnico,18,Técnico,1284862,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Discapacidad,Pedro Pérez,Operador,18,Técnico,1164731,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Interior,Isabel Rodríguez,Técnico,18,Técnico,1280848,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Aysén,Miguel González,Técnico,18,Técnico,1333713,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Ríos,Isabel Rodríguez,Operador,18,Técnico,924758,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Arica y Parinacota,Elena García,Operador,18,Técnico,1031576,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional Metropolitano,Carlos Pérez,Supervisor,18,Técnico,1322804,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Obras Públicas,Elena García,Coordinador Técnico,18,Técnico,1411195,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Trabajo,María Ramírez,Supervisor,18,Técnico,1014620,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Minería,María Hernández,Técnico,18,Técnico,1191823,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Capacitación,Isabel Sánchez,Técnico,18,Técnico,1232311,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Salud,Luis Martínez,Técnico,18,Técnico,1061680,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Aysén,Luis López,Técnico,18,Técnico,1389107,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Vivienda,María Rodríguez,Supervisor,18,Técnico,1328967,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Ríos,María Martínez,Operador,18,Técnico,1425581,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Hacienda,Pedro Pérez,Supervisor,18,Técnico,978498,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Educación,Carlos García,Supervisor,18,Técnico,1097052,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Magallanes,Carlos Sánchez,Supervisor,18,Técnico,1395908,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Lagos,Isabel Torres,Coordinador Técnico,18,Técnico,1062309,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Arica y Parinacota,Ana Hernández,Supervisor,18,Técnico,1365844,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional Metropolitano,María Ramírez,Supervisor,18,Técnico,1123849,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Turismo,Ana López,Técnico,19,Técnico,1053562,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Obras Públicas,Isabel García,Técnico,19,Técnico,1095365,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Obras Públicas,Juan Rodríguez,Supervisor,19,Técnico,894447,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Pesca,Ana García,Operador,19,Técnico,1113395,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional del Biobío,Pedro Sánchez,Coordinador Técnico,19,Técnico,857435,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de la Mujer,Pedro Martínez,Operador,19,Técnico,853484,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Deporte,Isabel Pérez,Técnico,19,Técnico,1158196,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Aysén,María Torres,Técnico,19,Técnico,883842,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Vivienda,Elena López,Operador,19,Técnico,1116509,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Agrícola y Ganadero,Isabel Martínez,Técnico,19,Técnico,730442,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Lagos,Isabel López,Coordinador Técnico,19,Técnico,1219218,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional Metropolitano,Luis Pérez,Operador,19,Técnico,904932,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Agricultura,Carmen López,Coordinador Técnico,19,Técnico,785346,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Justicia,Ana Sánchez,Supervisor,19,Técnico,1007018,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Magallanes,Carmen Ramírez,Operador,19,Técnico,850602,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Justicia,Carlos Hernández,Supervisor,19,Técnico,1108174,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional del Consumidor,Miguel Ramírez,Técnico,19,Técnico,842428,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Justicia,Carlos López,Operador,19,Técnico,1191669,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Obras Públicas,Elena Rodríguez,Supervisor,19,Técnico,972327,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Presidencia de la República,Carlos Rodríguez,Operador,19,Técnico,894784,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Turismo,Carlos López,Supervisor,19,Técnico,1095873,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Medio Ambiente,Carlos González,Administrativo,16,Administrativo,1868838,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Aysén,Juan Rodríguez,Asistente,16,Administrativo,1440638,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de las Culturas,Isabel Martínez,Administrativo,16,Administrativo,1692930,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Salud,Juan Torres,Administrativo,16,Administrativo,1924789,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Educación,Juan Sánchez,Administrativo,16,Administrativo,2072394,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de las Culturas,Juan García,Auxiliar,16,Administrativo,1776929,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Turismo,Carlos López,Secretario,16,Administrativo,2178064,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Magallanes,Miguel Hernández,Auxiliar,16,Administrativo,1307704,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de la Mujer,Isabel Martínez,Secretario,16,Administrativo,1718197,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Hacienda,Isabel Pérez,Administrativo,16,Administrativo,2008007,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Valparaíso,Isabel Ramírez,Auxiliar,16,Administrativo,1566773,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Interior,Pedro Hernández,Auxiliar,16,Administrativo,2066564,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Aduanas,Carlos Pérez,Auxiliar,16,Administrativo,2237682,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Educación,Luis Torres,Secretario,17,Administrativo,1338655,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Ciencia,Miguel Torres,Auxiliar,17,Administrativo,1188160,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional Metropolitano,Luis Martínez,Auxiliar,17,Administrativo,1256477,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Turismo,Ana Hernández,Secretario,17,Administrativo,1718327,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Menores,Pedro Hernández,Asistente,17,Administrativo,1641851,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Medio Ambiente,Pedro López,Asistente,17,Administrativo,1140235,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Vivienda,Isabel Torres,Auxiliar,17,Administrativo,1142556,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Justicia,Juan López,Administrativo,17,Administrativo,1407804,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Ríos,Ana Pérez,Asistente,17,Administrativo,1621390,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Capacitación,Carmen García,Secretario,17,Administrativo,1442918,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Menores,Pedro Torres,Administrativo,17,Administrativo,1150107,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Trabajo,Miguel Hernández,Auxiliar,17,Administrativo,1458670,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Minería,María Rodríguez,Asistente,17,Administrativo,1666727,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Arica y Parinacota,Carlos González,Secretario,17,Administrativo,1577230,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Aysén,Miguel Ramírez,Administrativo,17,Administrativo,1348232,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional del Consumidor,Elena López,Auxiliar,17,Administrativo,1009247,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Aysén,Elena González,Secretario,18,Administrativo,1163133,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Ríos,María Pérez,Administrativo,18,Administrativo,940571,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Arica y Parinacota,Carlos López,Administrativo,18,Administrativo,1112088,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Menores,Elena Hernández,Secretario,18,Administrativo,1455338,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Vivienda,Luis García,Administrativo,18,Administrativo,935648,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de la Mujer,Ana Pérez,Asistente,18,Administrativo,1487794,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Pesca,Carlos García,Administrativo,18,Administrativo,1184342,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Salud,Luis Torres,Secretario,18,Administrativo,1120590,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Presidencia de la República,Juan Rodríguez,Asistente,18,Administrativo,1409742,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Vivienda,Miguel García,Administrativo,18,Administrativo,1032805,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional Metropolitano,Isabel Martínez,Asistente,18,Administrativo,1359868,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional Metropolitano,Juan González,Administrativo,18,Administrativo,888804,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Minería,Miguel Rodríguez,Administrativo,18,Administrativo,1044741,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Ñuble,Carmen Sánchez,Asistente,18,Administrativo,1183416,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Agricultura,Luis López,Secretario,18,Administrativo,1251257,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional Metropolitano,Pedro Rodríguez,Auxiliar,19,Administrativo,834520,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Trabajo,Pedro González,Secretario,19,Administrativo,1152458,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Capacitación,Carmen González,Administrativo,19,Administrativo,910301,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Capacitación,Luis López,Administrativo,19,Administrativo,1015194,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Justicia,Ana González,Asistente,19,Administrativo,1048265,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Menores,Isabel Pérez,Auxiliar,19,Administrativo,988905,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de La Araucanía,Pedro Sánchez,Administrativo,19,Administrativo,679658,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de la Mujer,Juan Pérez,Secretario,19,Administrativo,862096,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
